;Register address;Field;Type;Accuracy;Unit;Min;Max;Read/Write;Remarks;User;;;
;0722;Voltage_Group11;U16;0,1;V;;;R;Group 11 bus voltage;;;;
;0723;Current_Group11_Branch1;U16;0,01;A;;;R;11th group 1st string current;;;;
;0724;Current_Group11_Branch2;U16;0,01;A;;;R;11th group 2nd string current;;;;
;0725;Voltage_Group12;U16;0,1;V;;;R;The 12th group of bus voltage;;;;
;0726;Current_Group12_Branch1;U16;0,01;A;;;R;12th group 1st string current;;;;
;0727;Current_Group12_Branch2;U16;0,01;A;;;R;12th group 2nd string current;;;;
;0728;Voltage_Group13;U16;0,1;V;;;R;Group 13 bus voltage;;;;
;0729;Current_Group13_Branch1;U16;0,01;A;;;R;13th group 1st string current;;;;
;072A;Current_Group13_Branch2;U16;0,01;A;;;R;13th group 2nd string current;;;;
;072B;Voltage_Group14;U16;0,1;V;;;R;Group 14 bus voltage;;;;
;072C;Current_Group14_Branch1;U16;0,01;A;;;R;The 14th group and the 1st string current;;;;
;072D;Current_Group14_Branch2;U16;0,01;A;;;R;The 14th group and the 2nd string current;;;;
;072E;Voltage_Group15;U16;0,1;V;;;R;Group 15 bus voltage;;;;
;072F;Current_Group15_Branch1;U16;0,01;A;;;R;15th group 1st string current;;;;
;0730;Current_Group15_Branch2;U16;0,01;A;;;R;15th group 2nd string current;;;;
;0731;Voltage_Group16;U16;0,1;V;;;R;The 16th group of bus voltage;;;;
;0732;Current_Group16_Branch1;U16;0,01;A;;;R;The 16th group of the first string current;;;;
;0733;Current_Group16_Branch2;U16;0,01;A;;;R;16th group 2nd string current;;;;
;0734;;;;;;;;;;;;
;0735;;;;;;;;;;;;
;0736;;;;;;;;;;;;
;0737;;;;;;;;;;;;
;0738;;;;;;;;;;;;
;0739;;;;;;;;;;;;
;073A;;;;;;;;;;;;
;073B;;;;;;;;;;;;
;073C;;;;;;;;;;;;
;073D;;;;;;;;;;;;
;073E;;;;;;;;;;;;
;073F;;;;;;;;;;;;
;0740;AddressMask_Realtime_CombinerInfo2;U64;;;;;R;"
Each bit of this field corresponds to the validity of 64 addresses above the address of this field (including the address of this field). Bit4 represents the address where the highest bit address of this field is plus 1.
0 means invalid; 1 means valid";Installer;;;
;0741;;;;;;;;;;;;
;0742;;;;;;;;;;;;
;0743;;;;;;;;;;;;
;0744;;;;;;;;;;;;
;0745;;;;;;;;;;;;
;0746;;;;;;;;;;;;
;0747;;;;;;;;;;;;
;0748;;;;;;;;;;;;
;0749;;;;;;;;;;;;
;074A;;;;;;;;;;;;
;074B;;;;;;;;;;;;
;074C;;;;;;;;;;;;
;074D;;;;;;;;;;;;
;074E;;;;;;;;;;;;
;074F;;;;;;;;;;;;
;0750;;;;;;;;;;;;
;0751;;;;;;;;;;;;
;0752;;;;;;;;;;;;
;0753;;;;;;;;;;;;
;0754;;;;;;;;;;;;
;0755;;;;;;;;;;;;
;0756;;;;;;;;;;;;
;0757;;;;;;;;;;;;
;0758;;;;;;;;;;;;
;0759;;;;;;;;;;;;
;075A;;;;;;;;;;;;
;075B;;;;;;;;;;;;
;075C;;;;;;;;;;;;
;075D;;;;;;;;;;;;
;075E;;;;;;;;;;;;
;075F;;;;;;;;;;;;
;0760;;;;;;;;;;;;
;0761;;;;;;;;;;;;
;0762;;;;;;;;;;;;
;0763;;;;;;;;;;;;
;0764;;;;;;;;;;;;
;0765;;;;;;;;;;;;
;0766;;;;;;;;;;;;
;0767;;;;;;;;;;;;
;0768;;;;;;;;;;;;
;0769;;;;;;;;;;;;
;076A;;;;;;;;;;;;
;076B;;;;;;;;;;;;
;076C;;;;;;;;;;;;
;076D;;;;;;;;;;;;
;076E;;;;;;;;;;;;
;076F;;;;;;;;;;;;
;0770;;;;;;;;;;;;
;0771;;;;;;;;;;;;
;0772;;;;;;;;;;;;
;0773;;;;;;;;;;;;
;0774;;;;;;;;;;;;
;0775;;;;;;;;;;;;
;0776;;;;;;;;;;;;
;0777;;;;;;;;;;;;
;0778;;;;;;;;;;;;
;0779;;;;;;;;;;;;
;077A;;;;;;;;;;;;
;077B;;;;;;;;;;;;
;077C;;;;;;;;;;;;
;077D;;;;;;;;;;;;
;077E;;;;;;;;;;;;
;077F;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
Arcing information (0x0780-0x07BF);;;;;;;;;;;;;
;0780;AddressMask_Realtime_ArcInfo3;U64;;;;;R;"Each bit of this field corresponds to the validity of 64 addresses above the address of this field (including the address of this field). Bit4 represents the address where the highest bit address of this field is plus 1.
0 means invalid; 1 means valid";Installer;;;
;0781;;;;;;;;;;;;
;0782;;;;;;;;;;;;
;0783;;;;;;;;;;;;
;0784;ArcStrength_Channel1;I16;1;;;;R;Real-time arc intensity monitored by channel 1;;;;
;0785;ArcStrength_Channel2;I16;1;;;;R;Real-time arc intensity monitored by channel 2;;;;
;0786;ArcStrength_Channel3;I16;1;;;;R;Real-time arc intensity monitored by channel 3;;;;
;0787;ArcStrength_Channel4;I16;1;;;;R;Real-time arc intensity monitored by channel 4;;;;
;0788;ArcStrength_Channel5;I16;1;;;;R;Real-time arc intensity monitored by channel 5;;;;
;0789;ArcStrength_Channel6;I16;1;;;;R;Real-time arc intensity monitored by channel 6;;;;
;078A;ArcStrength_Channel7;I16;1;;;;R;Real-time arc intensity monitored by channel 7;;;;
;078B;ArcStrength_Channel8;I16;1;;;;R;Real-time arc intensity monitored by channel 8;;;;
;078C;ArcStrength_Channel9;I16;1;;;;R;Real-time arc intensity monitored by channel 9;;;;
;078D;ArcStrength_Channel10;I16;1;;;;R;Real-time arc intensity monitored by channel 10;;;;
;078E;ArcStrength_Channel11;I16;1;;;;R;Real-time arc intensity monitored by channel 11;;;;
;078F;ArcStrength_Channel12;I16;1;;;;R;Real-time arc intensity monitored by channel 12;;;;
;0790;ArcStrength_Channel13;I16;1;;;;R;Real-time arc intensity monitored by channel 13;;;;
;0791;ArcStrength_Channel14;I16;1;;;;R;Real-time arc intensity monitored by channel 14;;;;
;0792;ArcStrength_Channel15;I16;1;;;;R;Real-time arc intensity monitored by channel 15;;;;
;0793;ArcStrength_Channel16;I16;1;;;;R;Real-time arc intensity monitored by channel 16;;;;
;0794;ArcStrength_Channel17;I16;1;;;;R;Real-time arc intensity monitored by channel 17;;;;
;0795;ArcStrength_Channel18;I16;1;;;;R;Real-time arc intensity monitored by channel 18;;;;
;0796;ArcStrength_Channel19;I16;1;;;;R;Real-time arc intensity monitored by channel 19;;;;
;0797;ArcStrength_Channel20;I16;1;;;;R;Real-time arc intensity monitored by channel 20;;;;
;0798;ArcStrength_Channel21;I16;1;;;;R;Real-time arc intensity monitored by channel 21;;;;
;0799;ArcStrength_Channel22;I16;1;;;;R;Real-time arc intensity monitored by channel 22;;;;
;079A;ArcStrength_Channel23;I16;1;;;;R;Real-time arc intensity monitored by channel 23;;;;
;079B;ArcStrength_Channel24;I16;1;;;;R;Real-time arc intensity monitored by channel 24;;;;
;079C;ArcStrength_Channel25;I16;1;;;;R;Real-time arc intensity monitored by channel 25;;;;
;079D;ArcStrength_Channel26;I16;1;;;;R;Real-time arc intensity monitored by channel 26;;;;
;079E;ArcStrength_Channel27;I16;1;;;;R;Real-time arc intensity monitored by channel 27;;;;
;079F;ArcStrength_Channel28;I16;1;;;;R;Real-time arc intensity monitored by channel 28;;;;
;07A0;ArcStrength_Channel29;I16;1;;;;R;Real-time arc intensity monitored by channel 29;;;;
;07A1;ArcStrength_Channel30;I16;1;;;;R;Real-time arc intensity monitored by channel 30;;;;
;07A2;ArcStrength_history_Channel1;I16;1;;;;R;"Record the monitored arc intensity history after channel 1 is powered on
Maximum value, automatically cleared after power failure";;;;
;07A3;ArcStrength_history_Channel2;I16;1;;;;R;"Record the monitored arc intensity history after channel 2 is powered on
Maximum value, automatically cleared after power failure";;;;
;07A4;ArcStrength_history_Channel3;I16;1;;;;R;"Record the monitored arc intensity history after channel 3 is powered on
Maximum value, automatically cleared after power failure";;;;
;07A5;ArcStrength_history_Channel4;I16;1;;;;R;"Record the monitored arc intensity history after channel 4 is powered on
Maximum value, automatically cleared after power failure";;;;
;07A6;ArcStrength_history_Channel5;I16;1;;;;R;"Record the monitored arc intensity history after channel 5 is powered on
Maximum value, automatically cleared after power failure";;;;
;07A7;ArcStrength_history_Channel6;I16;1;;;;R;"Record the monitored arc intensity history after channel 6 is powered on
Maximum value, automatically cleared after power failure";;;;
;07A8;ArcStrength_history_Channel7;I16;1;;;;R;"Record the monitored arc intensity history after channel 7 is powered on
Maximum value, automatically cleared after power failure";;;;
;07A9;ArcStrength_history_Channel8;I16;1;;;;R;"Record the monitored arc intensity history after channel 8 is powered on
Maximum value, automatically cleared after power failure";;;;
;07AA;ArcStrength_history_Channel9;I16;1;;;;R;"Record the monitored arc intensity history after channel 9 is powered on
Maximum value, automatically cleared after power failure";;;;
;07AB;ArcStrength_history_Channel10;I16;1;;;;R;"Record the monitored arc intensity history after channel 10 is powered on
Maximum value, automatically cleared after power failure";;;;
;07AC;ArcStrength_history_Channel11;I16;1;;;;R;"Record the monitored arc intensity history after channel 11 is powered on
Maximum value, automatically cleared after power failure";;;;
;07AD;ArcStrength_history_Channel12;I16;1;;;;R;"Record the monitored arc intensity history after channel 12 is powered on
Maximum value, automatically cleared after power failure";;;;
;07AE;ArcStrength_history_Channel13;I16;1;;;;R;"Record the monitored arc intensity history after channel 13 is powered on
Maximum value, automatically cleared after power failure";;;;
;07AF;ArcStrength_history_Channel14;I16;1;;;;R;"Record the monitored arc intensity history after channel 14 is powered on
Maximum value, automatically cleared after power failure";;;;
;07B0;ArcStrength_history_Channel15;I16;1;;;;R;"Record the monitored arc intensity history after channel 15 is powered on
Maximum value, automatically cleared after power failure";;;;
;07B1;ArcStrength_history_Channel16;I16;1;;;;R;"Record the monitored arc intensity history after channel 16 is powered on
Maximum value, automatically cleared after power failure";;;;
;07B2;ArcStrength_history_Channel17;I16;1;;;;R;"Record the monitored arc intensity history after channel 17 is powered on
Maximum value, automatically cleared after power failure";;;;
;07B3;ArcStrength_history_Channel18;I16;1;;;;R;"Record the monitored arc intensity history after channel 18 is powered on
Maximum value, automatically cleared after power failure";;;;
;07B4;ArcStrength_history_Channel19;I16;1;;;;R;"Record the monitored arc intensity history after channel 19 is powered on
Maximum value, automatically cleared after power failure";;;;
;07B5;ArcStrength_history_Channel20;I16;1;;;;R;"Record the monitored arc intensity history after channel 20 is powered on
Maximum value, automatically cleared after power failure";;;;
;07B6;ArcStrength_history_Channel21;I16;1;;;;R;"Record the monitored arc intensity history after channel 21 is powered on
Maximum value, automatically cleared after power failure";;;;
;07B7;ArcStrength_history_Channel22;I16;1;;;;R;"Record the monitored arc intensity history after channel 22 is powered on
Maximum value, automatically cleared after power failure";;;;
;07B8;ArcStrength_history_Channel23;I16;1;;;;R;"Record the monitored arc intensity history after channel 23 is powered on
Maximum value, automatically cleared after power failure";;;;
;07B9;ArcStrength_history_Channel24;I16;1;;;;R;"Record the monitored arc intensity history after channel 24 is powered on
Maximum value, automatically cleared after power failure";;;;
;07BA;ArcStrength_history_Channel25;I16;1;;;;R;"Record the monitored arc intensity history after channel 25 is powered on
Maximum value, automatically cleared after power failure";;;;
;07BB;ArcStrength_history_Channel26;I16;1;;;;R;"Record the monitored arc intensity history after channel 26 is powered on
Maximum value, automatically cleared after power failure";;;;
;07BC;ArcStrength_history_Channel27;I16;1;;;;R;"Record the monitored arc intensity history after channel 27 is powered on
Maximum value, automatically cleared after power failure";;;;
;07BD;ArcStrength_history_Channel28;I16;1;;;;R;"Record the monitored arc intensity history after channel 28 is powered on
Maximum value, automatically cleared after power failure";;;;
;07BE;ArcStrength_history_Channel29;I16;1;;;;R;"Record the monitored arc intensity history after channel 29 is powered on
Maximum value, automatically cleared after power failure";;;;
;07BF;ArcStrength_history_Channel30;I16;1;;;;R;"Record the monitored arc intensity history after channel 30 is powered on
Maximum value, automatically cleared after power failure";;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
Safety Parameter Area(0x0800-0x0FFF);;;;;;;;;;;;;
Boot Parameters (0x0800-0x083F);;;;;;;;;;;;;
;0800;ConnectWaitTime;U16;1;Second;1;65535;RW;Waiting time before generate on grid power;Installer;;;
;0801;PowerUpSpeed;U16;1;%Pn/min;1;3000;RW;100 mean fully power sided in one minute, Other values are calculated based on this;Installer;;;
;0802;ReconnectWaitTime;U16;1;Second;1;65535;RW;Waiting time after grid fault recovery;Installer;;;
;0803;ReconnectPowerUpSpeed;U16;1;%Pn/min;1;3000;RW;100 mean fully power sided in one minute, Other values are calculated based on this;Installer;;;
;0804;VoltHighLimit;U16;0,1;V;0;65535;RW;Upper limit for starting voltage (Grid side);End User;;;
;0805;VoltLowLimit;U16;0,1;V;0;65535;RW;Lower limit for starting Voltage (Grid Side);End User;;;
;0806;FreqHighLimit;U16;0,01;Hz;4000;7000;RW;Upper limit for starting frequency (Grid side);End User;;;
;0807;FreqLowLimit;U16;0,01;Hz;4000;7000;RW;Lower limit for starting Frequency (Grid Side);End User;;;
;0808;ReconnectVoltHighLimit;U16;0,1;V;0;65535;RW;Upper limit for reconnected grid voltage ;End User;;;
;0809;ReconnectVoltLowLimit;U16;0,1;V;0;65535;RW;Lower limit For reconnected grid voltage;End User;;;
;080A;ReconnectFreqHighLimit;U16;0,01;Hz;4000;7000;RW;Upper limit for reconnected grid frequency;End User;;;
;080B;ReconnectFreqLowLimit;U16;0,01;Hz;4000;7000;RW;Lower limit for reconnected grid frequency;End User;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
Grid voltage protection Parameters (0x0840-0x087F);;;;;;;;;;;;;
;0840;Voltage Config;U16;;;;;RW;"Bit0：OV1 protection enable bits
Bit1：OV2 protection enable bits
Bit2：OV3 protection enable bit
Bit3：UV1 protection enable bits
Bit4：UV2 protection enable bits
Bit5：UV3 Protection enable bits
Bit6：over voltage protection  enable bits(ten minutes time period)";Installer;;;
;0841;RatedVoltage;U16;0,1;V;0;65535;RW;Grid Rated voltage;Installer;;;
;0842;FirstOvervoltageProtectionValue;U16;0,1;V;0;65535;RW;OV1 trigger Value;End User;;;
;0843;FirstOvervoltageProtectionTime;U16;10;ms;1;65535;RW;OV1 trigger time;Installer;;;
;0844;SecondOvervoltageProtectionValue;U16;0,1;V;0;65535;RW;OV2 Trigger Value;End User;;;
;0845;SecondOvervoltageProtectionTime;U16;10;ms;1;65535;RW;OV2 Trigger time;Installer;;;
;0846;ThirdOvervoltageProtectionValue;U16;0,1;V;0;65535;RW;OV3 Trigger value ;End User;;;
;0847;ThirdOvervoltageProtectionTime;U16;10;ms;1;65535;RW;OV3 Trigger Time;Installer;;;
;0848;FirstUnderVoltageProtectionValue;U16;0,1;V;0;65535;RW;UV1 trigger Value;End User;;;
;0849;FirstUndervoltageProtectionTime;U16;10;ms;1;65535;RW;UV1 trigger time;Installer;;;
;084A;SecondUnderVoltageProtectionValue;U16;0,1;V;0;65535;RW;UV2 Trigger Value;End User;;;
;084B;SecondUndervoltageProtectionTime;U16;10;ms;1;65535;RW;UV2 Trigger time;Installer;;;
;084C;ThirdUnderVoltageProtectionValue;U16;0,1;V;0;65535;RW;UV3 Trigger value ;End User;;;
;084D;ThirdUndervoltageProtectionTime;U16;10;ms;1;65535;RW;UV3 Trig+K852:K863ger Time;Installer;;;
;084E;10MinOvervoltageProtectionValue;U16;0,1;V;0;65535;RW;Over Voltage protection for Ten minutes range;Installer;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
Frquency Protection Parameter (0x0880-0x08BF);;;;;;;;;;;;;
;0880;FrequencyConfig;U16;;;;;RW;"Bit0：OF1 protection enable bits
Bit1：OF2 protection enable bits
Bit2：OF3 protection enable bit
Bit3：UF1 protection enable bits
Bit4：UF2 protection enable bits
Bit5：UF3 Protection enable bits
";Installer;;;
;0881;RatedFrequency;U16;0,01;Hz;4000;7000;RW;Grid Rated Frequency;Installer;;;
;0882;FirstOverfrequencyProtectionValue;U16;0,01;Hz;4000;7000;RW;OF1 Trigger Value;End User;;;
;0883;FirstOverfrequencyProtectionTime;U16;10;ms;1;65535;RW;OF1 trigger time;Installer;;;
;0884;SecondOverfrequencyProtectionValue;U16;0,01;Hz;4000;7000;RW;OF2 Trigger Value;End User;;;
;0885;SecondOverfrequencyProtectionTime;U16;10;ms;1;65535;RW;OF2 Trigger time;Installer;;;
;0886;ThirdOverfrequencyProtectionValue;U16;0,01;Hz;4000;7000;RW;OF3 Trigger value ;End User;;;
;0887;ThirdOverfrequencyProtectionTime;U16;10;ms;1;65535;RW;OF3 Trigger Time;Installer;;;
;0888;FirstUnderfrequencyProtectionValue;U16;0,01;Hz;4000;7000;RW;UF1 trigger Value;End User;;;
;0889;FirstUnderfrequencyProtectionTime;U16;10;ms;1;65535;RW;UF1 trigger time;Installer;;;
;088A;SecondUnderfrequencyProtectionValue;U16;0,01;Hz;4000;7000;RW;UF2 Trigger Value;End User;;;
;088B;SecondUnderfrequencyProtectionTime;U16;10;ms;1;65535;RW;UF2 Trigger time;Installer;;;
;088C;ThirdUnderfrequencyProtectionValue;U16;0,01;Hz;4000;7000;RW;UF3 Trigger value ;End User;;;
;088D;ThirdUnderfrequencyProtectionTime;U16;10;ms;1;65535;RW;UF3 Trigger Time;Installer;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
DCIProtection Parameter (0x08C0-0x08FF);;;;;;;;;;;;;
;08C0;DCI Config;U16;;;;;RW;"Bit0：DCI  level 1 protection
Bit1：DCI  level 2 protection
Bit2：DCI level 3 protection
Bit3：DCI testing enable bot";Installer;;;
;08C1;DCIFirstProtectionValue;U16;1;mA;1;65535;RW;DCI level 1 tripping value ;Installer;;;
;08C2;DCIFirstProtectionTime;U16;10;ms;1;65535;RW;DCI level 1 tripping time;Installer;;;
;08C3;DCISecondProtectionValue;U16;1;mA;1;65535;RW;DCI level 2 tripping value;Installer;;;
;08C4;DCISecondProtectionTime;U16;10;ms;1;65535;RW;DCI level 2 tripping tie;Installer;;;
;08C5;DCIThirdProtectionValue;U16;1;mA;1;65535;RW;DCI level 3 tripping value;Installer;;;
;08C6;DCIThirdProtectionTime;U16;10;ms;1;65535;RW;DCI level 3 tripping time;Installer;;;
;08C7;DCITestValue1;I16;1;mA;-32768;32767;RW;DCI phase R testing value;Installer;;;
;08C8;DCITestValue2;I16;1;mA;-32768;32767;RW;DCI phase S testing value;Installer;;;
;08C9;DCITestValue3;I16;1;mA;-32768;32767;RW;DCI phase T testing value;Installer;;;
;08CA;DCIFirstProtectionProportion;U16;0,01;%;1;65535;RW;DCI level 1 protection Ratio;Installer;;;
;08CB;DCISecondProtectionProportion;U16;0,01;%;1;65535;RW;DCI level 2 protection Ratio;Installer;;;
;08CC;DCIThirdProtectionProportion;U16;0,01;%;1;65535;RW;DCI level 3 protection Ratio;Installer;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
Active power &Over/Under voltage Power Derate  Paramter (0x0900-0x093F);;;;;;;;;;;;;
;0900;"Remote Config
";U16;;;;;RW;"Bit0：Active power derate 
Bit1：remtely on/off control
Bit2：power derate leading by high AC  voltage
Bit3：battery charging power derate leading high voltage 
Bit4：battery charging power derate by low voltage
Bit5：DRM0 
Bit6：logic interface（DRM1-8）
Bit7：reflux power overload（VDE4105）";Installer;;;
;0901;ActiveOutputLimit;U16;0,1;%;0;1000;RW;The percentage of active power output;Installer;;;
;0902;ActiveOutputDownSpeed;U16;1;%Pn/min;1;300;RW;active power derating rate;Installer;;;
;0903;GridVoltageDropStart;U16;0,1;V;0;65535;RW;the start point of power derate leading by  high grid  voltage ;Installer;;;
;0904;GridVoltageDropStop;U16;0,1;V;0;65535;RW;the end point of power derate leading by high ac voltage;Installer;;;
;0905;GridVoltageDropMinPower;I16;1;%;-100;100;RW;cut -off power of power derate leading by high ac voltage ;Installer;;;
;0906;OvervoltageDownSpeed;U16;1;%Pn/min;1;300;RW;power derating rate leading by high ac voltage ;Installer;;;
;0907;ChgDerateVoltStart;U16;0,1;V;0;65535;RW;the start point of power derate leading by  low grid  voltage ;Installer;;;
;0908;ChgDerateVoltEnd;U16;0,1;V;0;65535;RW;the end point of power derate leading by low ac voltage;Installer;;;
;0909;ChgDerateMinPower;I16;1;%;-100;100;RW;cut -off power of power derate leading by low ac voltage ;Installer;;;
;090A;PowerForLogic1;I16;1;%;-100;100;RW;logic interface 1 corresponding power;Installer;;;
;090B;PowerForLogic2;I16;1;%;-100;100;RW;logic interface 2 corresponding power;Installer;;;
;090C;PowerForLogic3;I16;1;%;-100;100;RW;logic interface 3 corresponding power;Installer;;;
;090D;PowerForLogic4;I16;1;%;-100;100;RW;logic interface 4 corresponding power;Installer;;;
;090E;PowerForLogic5;I16;1;%;-100;100;RW;logic interface 5 corresponding power;Installer;;;
;090F;PowerForLogic6;I16;1;%;-100;100;RW;logic interface 6 corresponding power;Installer;;;
;0910;PowerForLogic7;I16;1;%;-100;100;RW;logic interface 7 corresponding power;Installer;;;
;0911;PowerForLogic8;I16;1;%;-100;100;RW;logic interface 8 corresponding power;Installer;;;
;0912;RefluxPower;U16;1;%;0;100;RW;Reflux power (upper limit of VDE4105 safety grid-connected power);Installer;;;
;0913;RefluxOVloadTime;U16;10;ms;0;65535;RW;Reflux power over load (upper limit of VDE4105 safety grid-connected power);Installer;;;
;0914;LogicDerateSpeed;U16;1;%Pn/min;1;65535;RW;Logical interface derating rate;Installer;;;
;0915;LogicReloadSpeed;U16;1;%Pn/min;1;65535;RW;Logical interface reload rate;Installer;;;
;0916;VoltageDerateResponseTime;U16;1;Second;0;65535;RW;Voltage derate time;Installer;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
Over/Under Frquency Power Derate (0x0940-0x097F);;;;;;;;;;;;;
;0940;FrequencyDerateConfig;U16;;;;;RW;"Bit0：enable, higher frequency power derate 
Bit1：enable, lower frequency power derate
Bit2：enable, higher frequency power reload
Bit3：enable, lower frequency power reload
Bit4：enable,power derate start from rated power
Bit5：enable,derating slope calculate by current power
Bit12-13：derating mode(0: slope mode ;  1:frquency mode)";Installer;;;
;0941;OverfrequencyStart;U16;0,01;Hz;4000;7000;RW;the Starting point of power derate leading by higher frequency;Installer;;;
;0942;OverfrequencyEnd;U16;0,01;Hz;4000;7000;RW;The ending point of power derate leading by higher frequency;Installer;;;
;0943;OverfrequencySlope;U16;1;%Pn/Hz;1;300;RW;"the percentage of power derate leading  higher frequency 
German Standard slope=1/(s*fn)";Installer;;;
;0944;OverfrequencyResponseDelay;U16;10;ms;0;65535;RW;waiting time for power derate leading by higher frequency ;Installer;;;
;0945;OverfrequencyReloadDelay;U16;10;ms;0;65535;RW;waiting time for power reload leading by higher frequency ;Installer;;;
;0946;OverfrequencyReloadStart;U16;0,01;Hz;4000;7000;RW;reload frequency for power reload leading by higher frequency  ;Installer;;;
;0947;OverfrequencyReloadSpeed;U16;1;%Pn/min;1;300;RW;the percentage of power reload rate leading by higher frequency ;Installer;;;
;0948;UnderfrequencyStart;U16;0,01;Hz;4000;7000;RW;the Starting point of power derate leading by lower frequency;Installer;;;
;0949;UnderfrequencyEnd;U16;0,01;Hz;4000;7000;RW;The ending point of power derate leading by lower frequency;Installer;;;
;094A;UnderfrequencySlope;U16;1;%Pn/Hz;1;300;RW;"the percentage of power derate leading  lower frequency 
German Standard slope=1/(s*fn)";Installer;;;
;094B;UnderfrequencyResponseDelay;U16;10;ms;0;65535;RW;waiting time for power derate leading by lower frequency ;Installer;;;
;094C;UnderfrequencyReloadDelay;U16;10;ms;0;65535;RW;waiting time for power reload leading by lower frequency ;Installer;;;
;094D;UnderfrequencyReloadStart;U16;0,01;Hz;4000;7000;RW;reload frequency for power reload leading by lower frequency  ;Installer;;;
;094E;UnderfrequencyReloadSpeed;U16;1;%Pn/min;1;300;RW;the percentage of power reload rate leading by lower frequency ;Installer;;;
;094F;FrequencyRecoverMax;U16;0,01;Hz;4000;7000;RW;Highest frequency to exist load reduction.;Installer;;;
;0950;FrequencyRecoverMin;U16;0,01;Hz;4000;7000;RW; lowest frequency to exist load reduction. ;Installer;;;
;0951;ESSOverFrequencyStart;U16;0,01;Hz;4000;7000;RW;(Energy storage) Over-frequency derate start frequency;Installer;;;
;0952;ESSOverfrequencyEnd;U16;0,01;Hz;4000;7000;RW;(Energy storage) cut-off frequency for over-frequency derate. Frequency range mode is valid;Installer;;;
;0953;ESSOverFrequencySlope;U16;1;%Pn/Hz;1;300;RW;"(Energy storage) Over-frequency derate slope percentage. Slope mode is valid
German standard slope=1/(s*fn)";Installer;;;
;0954;ESSOverFrequencyResponseDelay;U16;10;ms;0;65535;RW;(Energy storage) Over-frequency derate start-up waiting time;Installer;;;
;0955;ESSOverFrequencyReloadDelay;U16;10;ms;0;65535;RW;(Energy storage) Waiting time before over-frequency reload;Installer;;;
;0956;ESSOverfrequencyReloadStart;U16;0,01;Hz;4000;7000;RW;(Energy storage) Over-frequency derate reloading frequency. It takes effect when over-frequency reload is prohibited.;Installer;;;
;0957;ESSOverFrequencyReloadSpeed;U16;1;%Pn/min;1;300;RW;(Energy storage) Over-frequency reload rate percentage;Installer;;;
;0958;ESSUnderFrequencyStart;U16;0,01;Hz;4000;7000;RW;(Energy storage) Under-frequency derate start frequency;Installer;;;
;0959;ESSUnderfrequencyEnd;U16;0,01;Hz;4000;7000;RW;(Energy storage) cut-off frequency of under-frequency derate. Frequency range mode is valid;Installer;;;
;095A;ESSUnderFrequencySlope;U16;1;%Pn/Hz;1;300;RW;(Energy storage) Under-frequency derate slope percentage. Slope mode is valid;Installer;;;
;095B;ESSUnderFrequencyResponseDelay;U16;10;ms;0;65535;RW;(Energy storage) Under-frequency derate start-up waiting time;Installer;;;
;095C;ESSUnderFrequencyReloadDelay;U16;10;ms;0;65535;RW;(Energy storage) waiting time before under-frequency reload;Installer;;;
;095D;ESSUnderfrequencyReloadStart;U16;0,01;Hz;4000;7000;RW;(Energy storage) Under-frequency derate reloading frequency. It takes effect when Under-frequency reload is prohibited.;Installer;;;
;095E;ESSUnderFrequencyReloadSpeed;U16;1;%Pn/min;1;300;RW;(Energy storage) Percentage of under-frequency reload rate;Installer;;;
;095F;ESSFrequencyRecoverMax;U16;0,01;Hz;4000;7000;RW;(Energy storage) The highest frequency for exiting derate. Over&Under-frequency sharing;Installer;;;
;0960;ESSFrequencyRecoverMin;U16;0,01;Hz;4000;7000;RW;(Energy storage) The lowest frequency for exiting derate. Over&Under-frequency sharing;Installer;;;
;0961;ESSOverFrequencyTransition;U16;0,01;Hz;4000;7000;RW;(Energy storage) Over-frequency derate power crosses the frequency point. It is valid when 0940 Bit6 is enabled.;Installer;;;
;0962;ESSUnderFrequencyTransition;U16;0,01;Hz;4000;7000;RW;(Energy storage) Under-frequency derate power crosses the frequency point. It is valid when 0940 Bit6 is enabled.;Installer;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
